1676900611.821746000 39058,5000
1676900611.863184000 5000,39022
1676900611.867273000 5000,39038
1676900611.871072000 5000,39010
1676900611.871486000 5000,38990
1676900611.875194000 5000,39052
1676900611.876630000 5000,38980
1676900611.880530000 5000,39050
1676900611.881197000 5000,38976
1676900611.882031000 5000,38996
