1676900409.998894000 47140,5000
1676900410.022914000 5000,47136
1676900410.026248000 5000,47092
1676900410.027468000 5000,47092
1676900410.031463000 5000,47108
1676900410.033203000 5000,47124
1676900410.033516000 5000,47098
1676900410.034276000 5000,47116
