1676916149.590461000 42190,5000
1676916149.639254000 5000,42156
1676916149.641495000 5000,42146
1676916149.651452000 5000,42178
1676916149.652914000 5000,42126
1676916149.659383000 5000,42176
1676916149.660866000 5000,42170
1676916149.661294000 5000,42132
1676916149.663644000 5000,42152
1676916149.691284000 5000,42114
