1676916418.538923000 34902,5000
1676916418.572807000 5000,34886
1676916418.573928000 5000,34844
1676916418.574940000 5000,34830
1676916418.586376000 5000,34810
1676916418.591406000 5000,34916
1676916418.591841000 5000,34846
1676916418.600384000 5000,34888
1676916418.608202000 5000,34860
1676916418.615506000 5000,34814
1676916418.625078000 5000,34878
1676916418.630384000 5000,34840
1676916418.630842000 5000,34826
1676916418.633460000 5000,34870
